State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV,Climate Index,Value_x,Value_y
Florida,Spirits,59609689.0,24499582,18508684,13237,3.0,16770715,14609,3.0,1.0,373.0,22234414.0,Average Temperature,72.2°F,64410
Florida,Spirits,59609689.0,24499582,18508684,13237,3.0,16770715,14609,3.0,1.0,373.0,22234414.0,Maximum Temperature,82.2°F,64410
Florida,Spirits,59609689.0,24499582,18508684,13237,3.0,16770715,14609,3.0,1.0,373.0,22234414.0,Minimum Temperature,62.2°F,64410
Florida,Spirits,59609689.0,24499582,18508684,13237,3.0,16770715,14609,3.0,1.0,373.0,22234414.0,Precipitation,"55.38""",64410
Florida,Spirits,59609689.0,24499582,18508684,13237,3.0,16770715,14609,3.0,1.0,373.0,22234414.0,Cooling Degree Days,"3,758°Df",64410
Florida,Spirits,59609689.0,24499582,18508684,13237,3.0,16770715,14609,3.0,1.0,373.0,22234414.0,Heating Degree Days,505°Df,64410
Florida,Spirits,59609689.0,24499582,18508684,13237,3.0,16770715,14609,3.0,1.0,373.0,22234414.0,Palmer Z-Index,-0.02,64410
Florida,Wine,83151932.0,10726599,18508684,5795,2.0,16770715,6396,2.0,1.0,117.0,9728776.0,Average Temperature,72.2°F,64410
Florida,Wine,83151932.0,10726599,18508684,5795,2.0,16770715,6396,2.0,1.0,117.0,9728776.0,Maximum Temperature,82.2°F,64410
Florida,Wine,83151932.0,10726599,18508684,5795,2.0,16770715,6396,2.0,1.0,117.0,9728776.0,Minimum Temperature,62.2°F,64410
Florida,Wine,83151932.0,10726599,18508684,5795,2.0,16770715,6396,2.0,1.0,117.0,9728776.0,Precipitation,"55.38""",64410
Florida,Wine,83151932.0,10726599,18508684,5795,2.0,16770715,6396,2.0,1.0,117.0,9728776.0,Cooling Degree Days,"3,758°Df",64410
Florida,Wine,83151932.0,10726599,18508684,5795,2.0,16770715,6396,2.0,1.0,117.0,9728776.0,Heating Degree Days,505°Df,64410
Florida,Wine,83151932.0,10726599,18508684,5795,2.0,16770715,6396,2.0,1.0,117.0,9728776.0,Palmer Z-Index,-0.02,64410
Florida,Beer,443149766.0,19941739,18508684,10774,6.0,16770715,11891,6.0,1.0,47.0,20828039.0,Average Temperature,72.2°F,64410
Florida,Beer,443149766.0,19941739,18508684,10774,6.0,16770715,11891,6.0,1.0,47.0,20828039.0,Maximum Temperature,82.2°F,64410
Florida,Beer,443149766.0,19941739,18508684,10774,6.0,16770715,11891,6.0,1.0,47.0,20828039.0,Minimum Temperature,62.2°F,64410
Florida,Beer,443149766.0,19941739,18508684,10774,6.0,16770715,11891,6.0,1.0,47.0,20828039.0,Precipitation,"55.38""",64410
Florida,Beer,443149766.0,19941739,18508684,10774,6.0,16770715,11891,6.0,1.0,47.0,20828039.0,Cooling Degree Days,"3,758°Df",64410
Florida,Beer,443149766.0,19941739,18508684,10774,6.0,16770715,11891,6.0,1.0,47.0,20828039.0,Heating Degree Days,505°Df,64410
Florida,Beer,443149766.0,19941739,18508684,10774,6.0,16770715,11891,6.0,1.0,47.0,20828039.0,Palmer Z-Index,-0.02,64410
Florida,All Beverages,,55167921,18508684,29807,3.0,16770715,32895,3.0,,,52791229.0,Average Temperature,72.2°F,64410
Florida,All Beverages,,55167921,18508684,29807,3.0,16770715,32895,3.0,,,52791229.0,Maximum Temperature,82.2°F,64410
Florida,All Beverages,,55167921,18508684,29807,3.0,16770715,32895,3.0,,,52791229.0,Minimum Temperature,62.2°F,64410
Florida,All Beverages,,55167921,18508684,29807,3.0,16770715,32895,3.0,,,52791229.0,Precipitation,"55.38""",64410
Florida,All Beverages,,55167921,18508684,29807,3.0,16770715,32895,3.0,,,52791229.0,Cooling Degree Days,"3,758°Df",64410
Florida,All Beverages,,55167921,18508684,29807,3.0,16770715,32895,3.0,,,52791229.0,Heating Degree Days,505°Df,64410
Florida,All Beverages,,55167921,18508684,29807,3.0,16770715,32895,3.0,,,52791229.0,Palmer Z-Index,-0.02,64410
Georgia,Spirits,16166778.0,6644546,8887313,7476,10.0,7829298,8487,10.0,7.0,377.0,6094875.0,Average Temperature,64.6°F,66310
Georgia,Spirits,16166778.0,6644546,8887313,7476,10.0,7829298,8487,10.0,7.0,377.0,6094875.0,Maximum Temperature,75.8°F,66310
Georgia,Spirits,16166778.0,6644546,8887313,7476,10.0,7829298,8487,10.0,7.0,377.0,6094875.0,Minimum Temperature,53.4°F,66310
Georgia,Spirits,16166778.0,6644546,8887313,7476,10.0,7829298,8487,10.0,7.0,377.0,6094875.0,Precipitation,"57.14""",66310
Georgia,Spirits,16166778.0,6644546,8887313,7476,10.0,7829298,8487,10.0,7.0,377.0,6094875.0,Cooling Degree Days,"1,658°Df",66310
Georgia,Spirits,16166778.0,6644546,8887313,7476,10.0,7829298,8487,10.0,7.0,377.0,6094875.0,Heating Degree Days,"2,502°Df",66310
Georgia,Spirits,16166778.0,6644546,8887313,7476,10.0,7829298,8487,10.0,7.0,377.0,6094875.0,Palmer Z-Index,0.94,66310
Georgia,Wine,16869882.0,2176215,8887313,2449,8.0,7829298,2780,8.0,7.0,118.0,1990646.0,Average Temperature,64.6°F,66310
Georgia,Wine,16869882.0,2176215,8887313,2449,8.0,7829298,2780,8.0,7.0,118.0,1990646.0,Maximum Temperature,75.8°F,66310
Georgia,Wine,16869882.0,2176215,8887313,2449,8.0,7829298,2780,8.0,7.0,118.0,1990646.0,Minimum Temperature,53.4°F,66310
Georgia,Wine,16869882.0,2176215,8887313,2449,8.0,7829298,2780,8.0,7.0,118.0,1990646.0,Precipitation,"57.14""",66310
Georgia,Wine,16869882.0,2176215,8887313,2449,8.0,7829298,2780,8.0,7.0,118.0,1990646.0,Cooling Degree Days,"1,658°Df",66310
Georgia,Wine,16869882.0,2176215,8887313,2449,8.0,7829298,2780,8.0,7.0,118.0,1990646.0,Heating Degree Days,"2,502°Df",66310
Georgia,Wine,16869882.0,2176215,8887313,2449,8.0,7829298,2780,8.0,7.0,118.0,1990646.0,Palmer Z-Index,0.94,66310
Georgia,Beer,181288000.0,8157960,8887313,9179,9.0,7829298,10420,9.0,7.0,47.0,8520536.0,Average Temperature,64.6°F,66310
Georgia,Beer,181288000.0,8157960,8887313,9179,9.0,7829298,10420,9.0,7.0,47.0,8520536.0,Maximum Temperature,75.8°F,66310
Georgia,Beer,181288000.0,8157960,8887313,9179,9.0,7829298,10420,9.0,7.0,47.0,8520536.0,Minimum Temperature,53.4°F,66310
Georgia,Beer,181288000.0,8157960,8887313,9179,9.0,7829298,10420,9.0,7.0,47.0,8520536.0,Precipitation,"57.14""",66310
Georgia,Beer,181288000.0,8157960,8887313,9179,9.0,7829298,10420,9.0,7.0,47.0,8520536.0,Cooling Degree Days,"1,658°Df",66310
Georgia,Beer,181288000.0,8157960,8887313,9179,9.0,7829298,10420,9.0,7.0,47.0,8520536.0,Heating Degree Days,"2,502°Df",66310
Georgia,Beer,181288000.0,8157960,8887313,9179,9.0,7829298,10420,9.0,7.0,47.0,8520536.0,Palmer Z-Index,0.94,66310
Georgia,All Beverages,,16978721,8887313,19104,10.0,7829298,21686,10.0,,,16606057.0,Average Temperature,64.6°F,66310
Georgia,All Beverages,,16978721,8887313,19104,10.0,7829298,21686,10.0,,,16606057.0,Maximum Temperature,75.8°F,66310
Georgia,All Beverages,,16978721,8887313,19104,10.0,7829298,21686,10.0,,,16606057.0,Minimum Temperature,53.4°F,66310
Georgia,All Beverages,,16978721,8887313,19104,10.0,7829298,21686,10.0,,,16606057.0,Precipitation,"57.14""",66310
Georgia,All Beverages,,16978721,8887313,19104,10.0,7829298,21686,10.0,,,16606057.0,Cooling Degree Days,"1,658°Df",66310
Georgia,All Beverages,,16978721,8887313,19104,10.0,7829298,21686,10.0,,,16606057.0,Heating Degree Days,"2,502°Df",66310
Georgia,All Beverages,,16978721,8887313,19104,10.0,7829298,21686,10.0,,,16606057.0,Palmer Z-Index,0.94,66310
Idaho,Spirits,3458991.0,1421645,1545870,9196,6.0,1358288,10466,6.0,6.0,374.0,1293662.0,Average Temperature,45.4°F,82940
Idaho,Spirits,3458991.0,1421645,1545870,9196,6.0,1358288,10466,6.0,6.0,374.0,1293662.0,Maximum Temperature,57.4°F,82940
Idaho,Spirits,3458991.0,1421645,1545870,9196,6.0,1358288,10466,6.0,6.0,374.0,1293662.0,Minimum Temperature,33.4°F,82940
Idaho,Spirits,3458991.0,1421645,1545870,9196,6.0,1358288,10466,6.0,6.0,374.0,1293662.0,Precipitation,"21.01""",82940
Idaho,Spirits,3458991.0,1421645,1545870,9196,6.0,1358288,10466,6.0,6.0,374.0,1293662.0,Cooling Degree Days,728°Df,82940
Idaho,Spirits,3458991.0,1421645,1545870,9196,6.0,1358288,10466,6.0,6.0,374.0,1293662.0,Heating Degree Days,"6,479°Df",82940
Idaho,Spirits,3458991.0,1421645,1545870,9196,6.0,1358288,10466,6.0,6.0,374.0,1293662.0,Palmer Z-Index,-1.28,82940
Idaho,Wine,3610116.0,465705,1545870,3013,8.0,1358288,3429,8.0,7.0,118.0,425994.0,Average Temperature,45.4°F,82940
Idaho,Wine,3610116.0,465705,1545870,3013,8.0,1358288,3429,8.0,7.0,118.0,425994.0,Maximum Temperature,57.4°F,82940
Idaho,Wine,3610116.0,465705,1545870,3013,8.0,1358288,3429,8.0,7.0,118.0,425994.0,Minimum Temperature,33.4°F,82940
Idaho,Wine,3610116.0,465705,1545870,3013,8.0,1358288,3429,8.0,7.0,118.0,425994.0,Precipitation,"21.01""",82940
Idaho,Wine,3610116.0,465705,1545870,3013,8.0,1358288,3429,8.0,7.0,118.0,425994.0,Cooling Degree Days,728°Df,82940
Idaho,Wine,3610116.0,465705,1545870,3013,8.0,1358288,3429,8.0,7.0,118.0,425994.0,Heating Degree Days,"6,479°Df",82940
Idaho,Wine,3610116.0,465705,1545870,3013,8.0,1358288,3429,8.0,7.0,118.0,425994.0,Palmer Z-Index,-1.28,82940
Idaho,Beer,26784000.0,1205280,1545870,7797,10.0,1358288,8874,10.0,7.0,47.0,1258848.0,Average Temperature,45.4°F,82940
Idaho,Beer,26784000.0,1205280,1545870,7797,10.0,1358288,8874,10.0,7.0,47.0,1258848.0,Maximum Temperature,57.4°F,82940
Idaho,Beer,26784000.0,1205280,1545870,7797,10.0,1358288,8874,10.0,7.0,47.0,1258848.0,Minimum Temperature,33.4°F,82940
Idaho,Beer,26784000.0,1205280,1545870,7797,10.0,1358288,8874,10.0,7.0,47.0,1258848.0,Precipitation,"21.01""",82940
Idaho,Beer,26784000.0,1205280,1545870,7797,10.0,1358288,8874,10.0,7.0,47.0,1258848.0,Cooling Degree Days,728°Df,82940
Idaho,Beer,26784000.0,1205280,1545870,7797,10.0,1358288,8874,10.0,7.0,47.0,1258848.0,Heating Degree Days,"6,479°Df",82940
Idaho,Beer,26784000.0,1205280,1545870,7797,10.0,1358288,8874,10.0,7.0,47.0,1258848.0,Palmer Z-Index,-1.28,82940
Idaho,All Beverages,,3092630,1545870,20006,9.0,1358288,22769,9.0,,,2978504.0,Average Temperature,45.4°F,82940
Idaho,All Beverages,,3092630,1545870,20006,9.0,1358288,22769,9.0,,,2978504.0,Maximum Temperature,57.4°F,82940
Idaho,All Beverages,,3092630,1545870,20006,9.0,1358288,22769,9.0,,,2978504.0,Minimum Temperature,33.4°F,82940
Idaho,All Beverages,,3092630,1545870,20006,9.0,1358288,22769,9.0,,,2978504.0,Precipitation,"21.01""",82940
Idaho,All Beverages,,3092630,1545870,20006,9.0,1358288,22769,9.0,,,2978504.0,Cooling Degree Days,728°Df,82940
Idaho,All Beverages,,3092630,1545870,20006,9.0,1358288,22769,9.0,,,2978504.0,Heating Degree Days,"6,479°Df",82940
Idaho,All Beverages,,3092630,1545870,20006,9.0,1358288,22769,9.0,,,2978504.0,Palmer Z-Index,-1.28,82940
Illinois,Spirits,24332546.0,10000676,10548468,9481,6.0,9376497,10666,6.0,1.0,365.0,8881379.0,Average Temperature,53.8°F,85460
Illinois,Spirits,24332546.0,10000676,10548468,9481,6.0,9376497,10666,6.0,1.0,365.0,8881379.0,Maximum Temperature,63.6°F,85460
Illinois,Spirits,24332546.0,10000676,10548468,9481,6.0,9376497,10666,6.0,1.0,365.0,8881379.0,Minimum Temperature,44.0°F,85460
Illinois,Spirits,24332546.0,10000676,10548468,9481,6.0,9376497,10666,6.0,1.0,365.0,8881379.0,Precipitation,"41.01""",85460
Illinois,Spirits,24332546.0,10000676,10548468,9481,6.0,9376497,10666,6.0,1.0,365.0,8881379.0,Cooling Degree Days,"1,063°Df",85460
Illinois,Spirits,24332546.0,10000676,10548468,9481,6.0,9376497,10666,6.0,1.0,365.0,8881379.0,Heating Degree Days,"5,684°Df",85460
Illinois,Spirits,24332546.0,10000676,10548468,9481,6.0,9376497,10666,6.0,1.0,365.0,8881379.0,Palmer Z-Index,0.52,85460
Illinois,Wine,39654743.0,5115462,10548468,4849,5.0,9376497,5456,5.0,1.0,117.0,4639605.0,Average Temperature,53.8°F,85460
Illinois,Wine,39654743.0,5115462,10548468,4849,5.0,9376497,5456,5.0,1.0,117.0,4639605.0,Maximum Temperature,63.6°F,85460
Illinois,Wine,39654743.0,5115462,10548468,4849,5.0,9376497,5456,5.0,1.0,117.0,4639605.0,Minimum Temperature,44.0°F,85460
Illinois,Wine,39654743.0,5115462,10548468,4849,5.0,9376497,5456,5.0,1.0,117.0,4639605.0,Precipitation,"41.01""",85460
Illinois,Wine,39654743.0,5115462,10548468,4849,5.0,9376497,5456,5.0,1.0,117.0,4639605.0,Cooling Degree Days,"1,063°Df",85460
Illinois,Wine,39654743.0,5115462,10548468,4849,5.0,9376497,5456,5.0,1.0,117.0,4639605.0,Heating Degree Days,"5,684°Df",85460
Illinois,Wine,39654743.0,5115462,10548468,4849,5.0,9376497,5456,5.0,1.0,117.0,4639605.0,Palmer Z-Index,0.52,85460
Illinois,Beer,244950066.0,11022753,10548468,10450,7.0,9376497,11756,7.0,1.0,47.0,11512653.0,Average Temperature,53.8°F,85460
Illinois,Beer,244950066.0,11022753,10548468,10450,7.0,9376497,11756,7.0,1.0,47.0,11512653.0,Maximum Temperature,63.6°F,85460
Illinois,Beer,244950066.0,11022753,10548468,10450,7.0,9376497,11756,7.0,1.0,47.0,11512653.0,Minimum Temperature,44.0°F,85460
Illinois,Beer,244950066.0,11022753,10548468,10450,7.0,9376497,11756,7.0,1.0,47.0,11512653.0,Precipitation,"41.01""",85460
Illinois,Beer,244950066.0,11022753,10548468,10450,7.0,9376497,11756,7.0,1.0,47.0,11512653.0,Cooling Degree Days,"1,063°Df",85460
Illinois,Beer,244950066.0,11022753,10548468,10450,7.0,9376497,11756,7.0,1.0,47.0,11512653.0,Heating Degree Days,"5,684°Df",85460
Illinois,Beer,244950066.0,11022753,10548468,10450,7.0,9376497,11756,7.0,1.0,47.0,11512653.0,Palmer Z-Index,0.52,85460
Illinois,All Beverages,,26138891,10548468,24780,6.0,9376497,27877,6.0,,,25033637.0,Average Temperature,53.8°F,85460
Illinois,All Beverages,,26138891,10548468,24780,6.0,9376497,27877,6.0,,,25033637.0,Maximum Temperature,63.6°F,85460
Illinois,All Beverages,,26138891,10548468,24780,6.0,9376497,27877,6.0,,,25033637.0,Minimum Temperature,44.0°F,85460
Illinois,All Beverages,,26138891,10548468,24780,6.0,9376497,27877,6.0,,,25033637.0,Precipitation,"41.01""",85460
Illinois,All Beverages,,26138891,10548468,24780,6.0,9376497,27877,6.0,,,25033637.0,Cooling Degree Days,"1,063°Df",85460
Illinois,All Beverages,,26138891,10548468,24780,6.0,9376497,27877,6.0,,,25033637.0,Heating Degree Days,"5,684°Df",85460
Illinois,All Beverages,,26138891,10548468,24780,6.0,9376497,27877,6.0,,,25033637.0,Palmer Z-Index,0.52,85460
Indiana,Spirits,14146150.0,5814068,5595316,10391,5.0,4934546,11782,5.0,1.0,360.0,5092614.0,Average Temperature,53.5°F,75690
Indiana,Spirits,14146150.0,5814068,5595316,10391,5.0,4934546,11782,5.0,1.0,360.0,5092614.0,Maximum Temperature,63.5°F,75690
Indiana,Spirits,14146150.0,5814068,5595316,10391,5.0,4934546,11782,5.0,1.0,360.0,5092614.0,Minimum Temperature,43.5°F,75690
Indiana,Spirits,14146150.0,5814068,5595316,10391,5.0,4934546,11782,5.0,1.0,360.0,5092614.0,Precipitation,"45.46""",75690
Indiana,Spirits,14146150.0,5814068,5595316,10391,5.0,4934546,11782,5.0,1.0,360.0,5092614.0,Cooling Degree Days,"1,028°Df",75690
Indiana,Spirits,14146150.0,5814068,5595316,10391,5.0,4934546,11782,5.0,1.0,360.0,5092614.0,Heating Degree Days,"5,273°Df",75690
Indiana,Spirits,14146150.0,5814068,5595316,10391,5.0,4934546,11782,5.0,1.0,360.0,5092614.0,Palmer Z-Index,0.81,75690
Indiana,Wine,14112801.0,1820551,5595316,3254,7.0,4934546,3689,7.0,1.0,118.0,1665310.0,Average Temperature,53.5°F,75690
Indiana,Wine,14112801.0,1820551,5595316,3254,7.0,4934546,3689,7.0,1.0,118.0,1665310.0,Maximum Temperature,63.5°F,75690
Indiana,Wine,14112801.0,1820551,5595316,3254,7.0,4934546,3689,7.0,1.0,118.0,1665310.0,Minimum Temperature,43.5°F,75690
Indiana,Wine,14112801.0,1820551,5595316,3254,7.0,4934546,3689,7.0,1.0,118.0,1665310.0,Precipitation,"45.46""",75690
Indiana,Wine,14112801.0,1820551,5595316,3254,7.0,4934546,3689,7.0,1.0,118.0,1665310.0,Cooling Degree Days,"1,028°Df",75690
Indiana,Wine,14112801.0,1820551,5595316,3254,7.0,4934546,3689,7.0,1.0,118.0,1665310.0,Heating Degree Days,"5,273°Df",75690
Indiana,Wine,14112801.0,1820551,5595316,3254,7.0,4934546,3689,7.0,1.0,118.0,1665310.0,Palmer Z-Index,0.81,75690
Indiana,Beer,118529596.0,5333832,5595316,9533,8.0,4934546,10809,8.0,1.0,46.0,5452361.0,Average Temperature,53.5°F,75690
Indiana,Beer,118529596.0,5333832,5595316,9533,8.0,4934546,10809,8.0,1.0,46.0,5452361.0,Maximum Temperature,63.5°F,75690
Indiana,Beer,118529596.0,5333832,5595316,9533,8.0,4934546,10809,8.0,1.0,46.0,5452361.0,Minimum Temperature,43.5°F,75690
Indiana,Beer,118529596.0,5333832,5595316,9533,8.0,4934546,10809,8.0,1.0,46.0,5452361.0,Precipitation,"45.46""",75690
Indiana,Beer,118529596.0,5333832,5595316,9533,8.0,4934546,10809,8.0,1.0,46.0,5452361.0,Cooling Degree Days,"1,028°Df",75690
Indiana,Beer,118529596.0,5333832,5595316,9533,8.0,4934546,10809,8.0,1.0,46.0,5452361.0,Heating Degree Days,"5,273°Df",75690
Indiana,Beer,118529596.0,5333832,5595316,9533,8.0,4934546,10809,8.0,1.0,46.0,5452361.0,Palmer Z-Index,0.81,75690
Indiana,All Beverages,,12968451,5595316,23177,7.0,4934546,26281,7.0,,,12210285.0,Average Temperature,53.5°F,75690
Indiana,All Beverages,,12968451,5595316,23177,7.0,4934546,26281,7.0,,,12210285.0,Maximum Temperature,63.5°F,75690
Indiana,All Beverages,,12968451,5595316,23177,7.0,4934546,26281,7.0,,,12210285.0,Minimum Temperature,43.5°F,75690
Indiana,All Beverages,,12968451,5595316,23177,7.0,4934546,26281,7.0,,,12210285.0,Precipitation,"45.46""",75690
Indiana,All Beverages,,12968451,5595316,23177,7.0,4934546,26281,7.0,,,12210285.0,Cooling Degree Days,"1,028°Df",75690
Indiana,All Beverages,,12968451,5595316,23177,7.0,4934546,26281,7.0,,,12210285.0,Heating Degree Days,"5,273°Df",75690
Indiana,All Beverages,,12968451,5595316,23177,7.0,4934546,26281,7.0,,,12210285.0,Palmer Z-Index,0.81,75690
Iowa,Spirits,6530277.0,2683944,2631274,10200,6.0,2318479,11576,5.0,3.0,359.0,2344369.0,Average Temperature,50.0°F,78100
Iowa,Spirits,6530277.0,2683944,2631274,10200,6.0,2318479,11576,5.0,3.0,359.0,2344369.0,Maximum Temperature,60.4°F,78100
Iowa,Spirits,6530277.0,2683944,2631274,10200,6.0,2318479,11576,5.0,3.0,359.0,2344369.0,Minimum Temperature,39.6°F,78100
Iowa,Spirits,6530277.0,2683944,2631274,10200,6.0,2318479,11576,5.0,3.0,359.0,2344369.0,Precipitation,"30.84""",78100
Iowa,Spirits,6530277.0,2683944,2631274,10200,6.0,2318479,11576,5.0,3.0,359.0,2344369.0,Cooling Degree Days,977°Df,78100
Iowa,Spirits,6530277.0,2683944,2631274,10200,6.0,2318479,11576,5.0,3.0,359.0,2344369.0,Heating Degree Days,"6,352°Df",78100
Iowa,Spirits,6530277.0,2683944,2631274,10200,6.0,2318479,11576,5.0,3.0,359.0,2344369.0,Palmer Z-Index,-0.29,78100
Iowa,Wine,4658740.0,600977,2631274,2284,9.0,2318479,2592,9.0,3.0,117.0,545073.0,Average Temperature,50.0°F,78100
Iowa,Wine,4658740.0,600977,2631274,2284,9.0,2318479,2592,9.0,3.0,117.0,545073.0,Maximum Temperature,60.4°F,78100
Iowa,Wine,4658740.0,600977,2631274,2284,9.0,2318479,2592,9.0,3.0,117.0,545073.0,Minimum Temperature,39.6°F,78100
Iowa,Wine,4658740.0,600977,2631274,2284,9.0,2318479,2592,9.0,3.0,117.0,545073.0,Precipitation,"30.84""",78100
Iowa,Wine,4658740.0,600977,2631274,2284,9.0,2318479,2592,9.0,3.0,117.0,545073.0,Cooling Degree Days,977°Df,78100
Iowa,Wine,4658740.0,600977,2631274,2284,9.0,2318479,2592,9.0,3.0,117.0,545073.0,Heating Degree Days,"6,352°Df",78100
Iowa,Wine,4658740.0,600977,2631274,2284,9.0,2318479,2592,9.0,3.0,117.0,545073.0,Palmer Z-Index,-0.29,78100
Iowa,Beer,72782193.0,3275199,2631274,12447,2.0,2318479,14126,2.0,3.0,48.0,3493545.0,Average Temperature,50.0°F,78100
Iowa,Beer,72782193.0,3275199,2631274,12447,2.0,2318479,14126,2.0,3.0,48.0,3493545.0,Maximum Temperature,60.4°F,78100
Iowa,Beer,72782193.0,3275199,2631274,12447,2.0,2318479,14126,2.0,3.0,48.0,3493545.0,Minimum Temperature,39.6°F,78100
Iowa,Beer,72782193.0,3275199,2631274,12447,2.0,2318479,14126,2.0,3.0,48.0,3493545.0,Precipitation,"30.84""",78100
Iowa,Beer,72782193.0,3275199,2631274,12447,2.0,2318479,14126,2.0,3.0,48.0,3493545.0,Cooling Degree Days,977°Df,78100
Iowa,Beer,72782193.0,3275199,2631274,12447,2.0,2318479,14126,2.0,3.0,48.0,3493545.0,Heating Degree Days,"6,352°Df",78100
Iowa,Beer,72782193.0,3275199,2631274,12447,2.0,2318479,14126,2.0,3.0,48.0,3493545.0,Palmer Z-Index,-0.29,78100
Iowa,All Beverages,,6560120,2631274,24931,5.0,2318479,28295,5.0,,,6382987.0,Average Temperature,50.0°F,78100
Iowa,All Beverages,,6560120,2631274,24931,5.0,2318479,28295,5.0,,,6382987.0,Maximum Temperature,60.4°F,78100
Iowa,All Beverages,,6560120,2631274,24931,5.0,2318479,28295,5.0,,,6382987.0,Minimum Temperature,39.6°F,78100
Iowa,All Beverages,,6560120,2631274,24931,5.0,2318479,28295,5.0,,,6382987.0,Precipitation,"30.84""",78100
Iowa,All Beverages,,6560120,2631274,24931,5.0,2318479,28295,5.0,,,6382987.0,Cooling Degree Days,977°Df,78100
Iowa,All Beverages,,6560120,2631274,24931,5.0,2318479,28295,5.0,,,6382987.0,Heating Degree Days,"6,352°Df",78100
Iowa,All Beverages,,6560120,2631274,24931,5.0,2318479,28295,5.0,,,6382987.0,Palmer Z-Index,-0.29,78100
Kansas,Spirits,5425419.0,2229847,2397548,9301,6.0,2104819,10594,6.0,2.0,374.0,2029107.0,Average Temperature,56.1°F,81930
Kansas,Spirits,5425419.0,2229847,2397548,9301,6.0,2104819,10594,6.0,2.0,374.0,2029107.0,Maximum Temperature,68.8°F,81930
Kansas,Spirits,5425419.0,2229847,2397548,9301,6.0,2104819,10594,6.0,2.0,374.0,2029107.0,Minimum Temperature,43.5°F,81930
Kansas,Spirits,5425419.0,2229847,2397548,9301,6.0,2104819,10594,6.0,2.0,374.0,2029107.0,Precipitation,"27.25""",81930
Kansas,Spirits,5425419.0,2229847,2397548,9301,6.0,2104819,10594,6.0,2.0,374.0,2029107.0,Cooling Degree Days,"1,590°Df",81930
Kansas,Spirits,5425419.0,2229847,2397548,9301,6.0,2104819,10594,6.0,2.0,374.0,2029107.0,Heating Degree Days,"4,532°Df",81930
Kansas,Spirits,5425419.0,2229847,2397548,9301,6.0,2104819,10594,6.0,2.0,374.0,2029107.0,Palmer Z-Index,-0.10,81930
Kansas,Wine,2628922.0,339131,2397548,1414,10.0,2104819,1611,10.0,7.0,117.0,307584.0,Average Temperature,56.1°F,81930
Kansas,Wine,2628922.0,339131,2397548,1414,10.0,2104819,1611,10.0,7.0,117.0,307584.0,Maximum Temperature,68.8°F,81930
Kansas,Wine,2628922.0,339131,2397548,1414,10.0,2104819,1611,10.0,7.0,117.0,307584.0,Minimum Temperature,43.5°F,81930
Kansas,Wine,2628922.0,339131,2397548,1414,10.0,2104819,1611,10.0,7.0,117.0,307584.0,Precipitation,"27.25""",81930
Kansas,Wine,2628922.0,339131,2397548,1414,10.0,2104819,1611,10.0,7.0,117.0,307584.0,Cooling Degree Days,"1,590°Df",81930
Kansas,Wine,2628922.0,339131,2397548,1414,10.0,2104819,1611,10.0,7.0,117.0,307584.0,Heating Degree Days,"4,532°Df",81930
Kansas,Wine,2628922.0,339131,2397548,1414,10.0,2104819,1611,10.0,7.0,117.0,307584.0,Palmer Z-Index,-0.10,81930
Kansas,Beer,59198188.0,2663918,2397548,11111,5.0,2104819,12656,4.0,2.0,48.0,2841513.0,Average Temperature,56.1°F,81930
Kansas,Beer,59198188.0,2663918,2397548,11111,5.0,2104819,12656,4.0,2.0,48.0,2841513.0,Maximum Temperature,68.8°F,81930
Kansas,Beer,59198188.0,2663918,2397548,11111,5.0,2104819,12656,4.0,2.0,48.0,2841513.0,Minimum Temperature,43.5°F,81930
Kansas,Beer,59198188.0,2663918,2397548,11111,5.0,2104819,12656,4.0,2.0,48.0,2841513.0,Precipitation,"27.25""",81930
Kansas,Beer,59198188.0,2663918,2397548,11111,5.0,2104819,12656,4.0,2.0,48.0,2841513.0,Cooling Degree Days,"1,590°Df",81930
Kansas,Beer,59198188.0,2663918,2397548,11111,5.0,2104819,12656,4.0,2.0,48.0,2841513.0,Heating Degree Days,"4,532°Df",81930
Kansas,Beer,59198188.0,2663918,2397548,11111,5.0,2104819,12656,4.0,2.0,48.0,2841513.0,Palmer Z-Index,-0.10,81930
Kansas,All Beverages,,5232897,2397548,21826,8.0,2104819,24862,8.0,,,5178204.0,Average Temperature,56.1°F,81930
Kansas,All Beverages,,5232897,2397548,21826,8.0,2104819,24862,8.0,,,5178204.0,Maximum Temperature,68.8°F,81930
Kansas,All Beverages,,5232897,2397548,21826,8.0,2104819,24862,8.0,,,5178204.0,Minimum Temperature,43.5°F,81930
Kansas,All Beverages,,5232897,2397548,21826,8.0,2104819,24862,8.0,,,5178204.0,Precipitation,"27.25""",81930
Kansas,All Beverages,,5232897,2397548,21826,8.0,2104819,24862,8.0,,,5178204.0,Cooling Degree Days,"1,590°Df",81930
Kansas,All Beverages,,5232897,2397548,21826,8.0,2104819,24862,8.0,,,5178204.0,Heating Degree Days,"4,532°Df",81930
Kansas,All Beverages,,5232897,2397548,21826,8.0,2104819,24862,8.0,,,5178204.0,Palmer Z-Index,-0.10,81930
Kentucky,Spirits,9482702.0,3897391,3732285,10442,5.0,3317996,11746,5.0,2.0,380.0,3603427.0,Average Temperature,57.0°F,59980
